Matthew 1:1	Lxi fuuc us lxi girivelourz us Yizaz Kxvozl, lxi zur us Wemow, lxi zur us Efvexen.
Matthew 6:24	Ru ner oz efpi lu fi e zivmerl lu lhu nezlivz: suv xi hopp xemi xeli suv lxi uri erw pumi suv lxi ulxiv, uv xi hopp ciiq lu uri erw xemi ru vizqikl suv lxi ulxiv. Jua nej rul fi zivmerlz us Guw erw us hieplx.
Matthew 6:25	Zu O zej lu jua, Leci ru lxuagxl suv juav posi, efual suuw uv wvorc, uv efual kpulxorg suv juav fuwj. Oz rul posi nuvi lxer suuw, erw lxi fuwj nuvi lxer olz kpulxorg?
Matthew 6:26	Zii lxi fovwz us xiemir; lxij wu rul qal ziiwz or lxi ievlx, lxij wu rul gil or gveor, uv qal ol or zluvi-xuaziz; erw juav Selxiv or xiemir gomiz lxin suuw. Evi jua rul us nakx nuvi mepai lxer lxij?
Matthew 6:27	Erw hxokx us jua fj lecorg lxuagxl oz efpi lu neci xonzips e kafol leppiv?
Matthew 6:28	Erw hxj evi jua lvuafpiw efual kpulxorg? Zii lxi spuhivz us lxi soipw, xuh lxij kuni aq; lxij wu ru huvc, lxij neci ru lxview:
Matthew 6:29	Fal O zej lu jua lxel imir Zupunur or epp xoz gpuvj hez rul kpulxiw poci uri us lxizi.
Matthew 6:30	Fal os Guw gomiz zakx kpulxorg lu lxi gvezz us lxi soipw, hxokx oz xivi luwej erw lunuvvuh oz qal orlu lxi umir, hopp xi rul nakx nuvi gomi jua kpulxorg, U jua us pollpi seolx?
Matthew 6:31	Lxir wu rul fi sapp us kevi, zejorg, Hxel evi hi lu xemi suv suuw uv wvorc? uv, Holx hxel nej hi fi kpulxiw?
Matthew 6:32	Fikeazi lxi Girlopiz gu or zievkx us epp lxizi lxorgz: suv juav Selxiv or xiemir xez cruhpiwgi lxel jua xemi riiw us epp lxizi lxorgz:
Matthew 6:33	Fal pil juav sovzl kevi fi suv xoz corgwun erw xoz vogxliuazrizz; erw epp lxizi ulxiv lxorgz hopp fi gomir lu jua or ewwolour.
Matthew 6:34	Lxir xemi ru kevi suv lunuvvuh: lunuvvuh hopp leci kevi us olzips. Leci lxi lvuafpi us lxi wej ez ol kuniz.
Matthew 7:1	Fi rul yawgiz us ulxivz, erw jua hopp rul fi yawgiw.
Matthew 7:2	Suv ez jua xemi fiir yawgorg, zu jua hopp fi yawgiw, erw holx juav niezavi hopp ol fi niezaviw lu jua.
Matthew 7:3	Erw hxj wu jua leci ruli us lxi gveor us wazl or juav fvulxiv'z iji, fal leci ru ruli us lxi fol us huuw hxokx oz or juav iji?
Matthew 7:4	Uv xuh hopp jua zej lu juav fvulxiv, Pil ni leci ual lxi gveor us wazl svun juav iji, hxir jua juavzips xemi e fol us huuw or juav iji?
Matthew 7:5	Jua sepzi uri, sovzl leci ual lxi fol us huuw svun juav iji, lxir hopp jua zii kpievpj lu leci ual lxi gveor us wazl svun juav fvulxiv'z iji.
Matthew 7:6	Wu rul gomi lxel hxokx oz xupj lu lxi wugz, uv qal juav yihipz fisuvi qogz, suv siev lxel lxij hopp fi kvazxiw arwiv suul fj lxi qogz hxuzi ellekc hopp lxir fi newi egeorzl jua.
Matthew 7:7	Neci e vitaizl, erw ol hopp fi erzhiviw; hxel jua evi zievkxorg suv jua hopp gil; gomi lxi zogr, erw lxi wuuv hopp fi uqir lu jua:
Matthew 7:8	Fikeazi lu imivjuri hxu neciz e vitaizl, ol hopp fi gomir; erw xi hxu oz zievkxorg hopp gil xoz wizovi, erw lu xon hxu gomiz lxi zogr, lxi wuuv hopp fi uqir.
Matthew 7:9	Uv hxokx us jua, os xoz zur neciz e vitaizl suv fview, hopp gomi xon e zluri?
Matthew 7:10	Uv os xi neciz e vitaizl suv e sozx, hopp gomi xon e zreci?
Matthew 7:11	Os jua, lxir, fiorg imop, evi efpi lu gomi guuw lxorgz lu juav kxopwvir, xuh nakx nuvi hopp juav Selxiv or xiemir gomi guuw lxorgz lu lxuzi hxu neci vitaizlz lu xon?
Matthew 7:12	Epp lxuzi lxorgz, lxir, hxokx jua huapw xemi nir wu lu jua, imir zu wu jua lu lxin: fikeazi lxoz oz lxi peh erw lxi qvuqxilz.
Matthew 7:13	Gu or fj lxi revvuh wuuv; suv howi oz lxi wuuv erw uqir oz lxi hej hxokx guiz lu wizlvaklour, erw gviel ranfivz gu or fj ol.
Matthew 7:14	Suv revvuh oz lxi wuuv erw xevw lxi vuew lu posi, erw urpj e znepp ranfiv neci wozkumivj us ol.
Matthew 7:15	Fi ur lxi helkx suv sepzi qvuqxilz, hxu kuni lu jua or zxiiq'z kpulxorg, fal orzowi lxij evi kvaip hupmiz.
Matthew 7:16	Fj lxiov svaolz jua hopp gil cruhpiwgi us lxin. Wu nir gil gveqiz svun lxuvrz uv sogz svun lxozlpiz?
Matthew 7:17	Imir zu, imivj guuw lvii gomiz guuw svaol; fal lxi few lvii gomiz imop svaol.
Matthew 7:18	Ol oz rul quzzofpi suv e guuw lvii lu gomi few svaol, erw e few lvii hopp rul gomi guuw svaol.
Matthew 7:19	Imivj lvii hxokx wuiz rul gomi guuw svaol oz kal wuhr erw qal or lxi sovi.
Matthew 7:20	Zu fj lxiov svaolz jua hopp gil cruhpiwgi us lxin.
Matthew 7:21	Rul imivjuri hxu zejz lu ni, Puvw, Puvw, hopp gu orlu lxi corgwun us xiemir; fal xi hxu wuiz lxi qpiezavi us nj Selxiv or xiemir.
Matthew 7:22	E gviel ranfiv hopp zej lu ni ur lxel wej, Puvw, Puvw, hivi hi rul qvuqxilz or juav reni, erw wow hi rul fj juav reni zirw ual imop zqovolz, erw fj juav reni wu huvcz us quhiv?
Matthew 7:23	Erw lxir hopp O zej lu lxin, O rimiv xew cruhpiwgi us jua: gu svun ni, jua huvcivz us imop.
Matthew 7:24	Imivjuri, lxir, lu hxun nj huvwz kuni erw hxu wuiz lxin, hopp fi poci e hozi ner hxu newi xoz xuazi ur e vukc;
Matthew 7:25	Erw lxi veor keni wuhr erw lxivi hez e vazx us helivz erw lxi horwz hivi wvomorg egeorzl lxel xuazi, fal ol hez rul numiw; fikeazi ol hez feziw ur lxi vukc.
Matthew 7:26	Erw imivjuri lu hxun nj huvwz kuni erw hxu wuiz lxin rul, hopp fi poci e suupozx ner hxu newi xoz xuazi ur zerw;
Matthew 7:27	Erw lxi veor keni wuhr erw lxivi hez e vazx us helivz erw lxi horwz hivi wvomorg egeorzl lxel xuazi; erw ol keni wuhr erw gviel hez olz sepp.
Matthew 7:28	Erw ol keni efual, hxir Yizaz xew kuni lu lxi irw us lxizi huvwz, lxel lxi qiuqpi hivi zavqvoziw el xoz liekxorg,
Matthew 7:29	suv xi hez liekxorg ez uri xemorg ealxuvolj, erw rul ez lxiov zkvofiz.
Matthew 8:1	Erw hxir xi xew kuni wuhr svun lxi nuarleor, gviel ranfivz us qiuqpi keni esliv xon.
Matthew 8:2	Erw e piqiv keni erw gemi xon huvzxoq, zejorg, Puvw, os ol oz juav qpiezavi, jua xemi quhiv lu neci ni kpier.
Matthew 8:3	Erw xi qal xoz xerw ur xon, zejorg, Ol oz nj qpiezavi; fi kpier. Erw zlveogxl ehej xi hez newi kpier.
Matthew 8:4	Erw Yizaz zeow lu xon, Zii lxel jua zej rulxorg efual lxoz lu erjuri; fal gu erw pil lxi qvoizl zii jua erw neci lxi ussivorg hxokx hez uvwiviw fj Nuziz, suv e holrizz lu lxin.
Matthew 8:5	Erw hxir Yizaz hez kuni orlu Keqivrean, e kivleor keqleor keni lu xon holx e vitaizl,
Matthew 8:6	Zejorg, Puvw, nj zivmerl oz opp or fiw el lxi xuazi, holx ru quhiv or xoz fuwj, erw or gviel qeor.
Matthew 8:7	Erw xi zeow lu xon, O hopp kuni erw neci xon hipp.
Matthew 8:8	Erw lxi keqleor or erzhiv zeow, Puvw, O en rul guuw iruagx suv jua lu kuni arwiv nj vuus; fal urpj zej lxi huvw, erw nj zivmerl hopp fi newi hipp.
Matthew 8:9	Fikeazi O njzips en e ner arwiv ealxuvolj, xemorg arwiv ni sogxlorg nir; erw O zej lu lxoz uri, Gu, erw xi guiz; erw lu erulxiv, Kuni, erw xi kuniz; erw lu nj zivmerl, Wu lxoz, erw xi wuiz ol.
Matthew 8:10	Erw hxir lxizi huvwz keni lu lxi ievz us Yizaz xi hez zavqvoziw, erw zeow lu lxuzi hxu keni esliv xon, Lvapj O zej lu jua, O xemi rul ziir zakx gviel seolx, ru, rul or Ozveip.
Matthew 8:11	Erw O zej lu jua lxel ranfivz hopp kuni svun lxi iezl erw lxi hizl, erw hopp leci lxiov zielz holx Efvexen erw Ozeek erw Yekuf, or lxi corgwun us xiemir:
Matthew 8:12	Fal lxi zurz us lxi corgwun hopp fi qal ual orlu lxi wevc, erw lxivi hopp fi hiiqorg erw kvoiz us qeor.
Matthew 8:13	Erw Yizaz zeow lu lxi keqleor, Gu or qieki; ez juav seolx oz, zu pil ol fi wuri lu jua. Erw lxi zivmerl hez newi hipp or lxel xuav.
Matthew 8:14	Erw hxir Yizaz xew kuni orlu Qiliv'z xuazi, xi zeh xoz hosi'z nulxiv or fiw, mivj opp.
Matthew 8:15	Erw xi qal xoz xerw ur xivz erw lxi woziezi hirl svun xiv, erw zxi gul aq erw luuc kevi us xoz riiwz.
Matthew 8:16	Erw or lxi imirorg, lxij luuc lu xon e ranfiv us qiuqpi hxu xew imop zqovolz; erw xi zirl lxi zqovolz ual us lxin holx e huvw, erw newi hipp epp hxu hivi opp;
Matthew 8:17	Zu lxel lxi huvw us Ozeoex lxi qvuqxil nogxl kuni lvai: Xi xonzips luuc uav qeorz erw uav wozieziz.
Matthew 8:18	Ruh hxir Yizaz zeh e gviel nezz us qiuqpi efual xon, xi gemi er uvwiv lu gu lu lxi ulxiv zowi.
Matthew 8:19	Erw lxivi keni e zkvofi erw zeow lu xon, Nezliv, O hopp kuni esliv jua hxivimiv jua gu.
Matthew 8:20	Erw Yizaz zeow lu xon, Lxi subiz xemi xupiz, erw lxi fovwz us xiemir xemi e vizlorg-qpeki; fal lxi Zur us ner xez ruhxivi lu qal xoz xiew.
Matthew 8:21	Erw erulxiv us lxi wozkoqpiz zeow lu xon, Puvw, pil ni sovzl gu erw gomi lxi pezl xuruavz lu nj selxiv.
Matthew 8:22	Fal Yizaz zeow lu xon, Kuni esliv ni; erw pil lxi wiew leci kevi us lxiov wiew.
Matthew 8:23	Erw hxir xi xew gul orlu e fuel, xoz wozkoqpiz hirl esliv xon.
Matthew 8:24	Erw lxivi keni aq e gviel zluvn or lxi zie, zu lxel lxi fuel hez kumiviw holx lxi hemiz: fal xi hez zpiiqorg.
Matthew 8:25	Erw lxij keni lu xon, erw, ehecorg xon, zeow, Xipq, Puvw; wizlvaklour oz riev.
Matthew 8:26	Erw xi zeow lu lxin, Hxj evi jua sapp us siev, U jua us pollpi seolx? Lxir xi gul aq erw gemi uvwivz lu lxi horwz erw lxi zie; erw lxivi hez e gviel kepn.
Matthew 8:27	Erw lxi nir hivi sapp us hurwiv, zejorg, Hxel zuvl us ner oz lxoz, lxel imir lxi horwz erw lxi zie wu xoz uvwivz?
Matthew 8:28	Erw hxir xi xew kuni lu lxi ulxiv zowi, lu lxi kuarlvj us lxi Geweviriz, lxivi keni ual lu xon svun lxi qpeki us lxi wiew, lhu hxu xew imop zqovolz, zu moupirl lxel ru ner hez efpi lu gu lxel hej.
Matthew 8:29	Erw lxij gemi e puaw kvj, zejorg, Hxel xemi hi lu wu holx jua, jua Zur us Guw? Xemi jua kuni xivi lu gomi az qarozxnirl fisuvi lxi loni?
Matthew 8:30	Ruh lxivi hez, zuni wozlerki ehej, e gviel xivw us qogz lecorg lxiov suuw.
Matthew 8:31	Erw lxi imop zqovolz newi zlvurg qvejivz lu xon, zejorg, Os jua zirw az ual, pil az gu orlu lxi xivw us qogz.
Matthew 8:32	Erw xi zeow lu lxin, Gu. Erw lxij keni ual, erw hirl orlu lxi qogz; erw lxi xivw hirl vazxorg wuhr e zxevq zpuqi orlu lxi zie erw keni lu lxiov irw or lxi heliv.
Matthew 8:33	Erw lxiov ciiqivz hirl or spogxl lu lxi luhr erw gemi er ekkuarl us imivjlxorg, erw us lxi nir hxu xew lxi imop zqovolz.
Matthew 8:34	Erw epp lxi luhr keni ual lu Yizaz; erw ziiorg xon lxij newi vitaizl lxel xi huapw gu ehej svun lxiov qevl us lxi kuarlvj.
Matthew 9:1	Erw xi gul orlu e fuel erw hirl ekvuzz erw keni lu xoz luhr.
Matthew 9:2	Erw lxij luuc lu xon e ner zlvilkxiw ur e fiw hxu xew ru quhiv us numorg; erw Yizaz, ziiorg lxiov seolx, zeow lu lxi ner hxu hez opp, Zur, leci xievl; jua xemi suvgomirizz suv juav zorz.
Matthew 9:3	Erw zuni us lxi zkvofiz zeow enurg lxinzipmiz, Lxoz ner xez ru vizqikl suv Guw.
Matthew 9:4	Erw Yizaz, xemorg cruhpiwgi us hxel hez or lxiov norwz, zeow, Hxj evi juav lxuagxlz imop?
Matthew 9:5	Suv hxokx oz lxi zonqpiv, lu zej, Jua xemi suvgomirizz suv juav zorz; uv lu zej, Gil aq erw gu?
Matthew 9:6	Fal zu lxel jua nej zii lxel ur ievlx lxi Zur us ner xez ealxuvolj suv lxi suvgomirizz us zorz, (lxir zeow xi lu lxi ner hxu hez opp,) Gil aq, erw leci aq juav fiw, erw gu lu juav xuazi.
Matthew 9:7	Erw xi gul aq erw hirl ehej lu xoz xuazi.
Matthew 9:8	Fal hxir lxi qiuqpi zeh ol lxij hivi sapp us siev, erw gemi gpuvj lu Guw hxu xew gomir zakx ealxuvolj lu nir.
Matthew 9:9	Erw hxir Yizaz hez guorg svun lxivi, xi zeh e ner hxuzi reni hez Nellxih, zieliw el lxi qpeki hxivi lebiz hivi lecir; erw xi zeow lu xon, Kuni esliv ni. Erw xi gul aq erw hirl esliv xon.
Matthew 9:10	Erw ol keni efual, hxir xi hez or lxi xuazi lecorg suuw, lxel e ranfiv us leb-sevnivz erw zorrivz keni erw luuc lxiov qpekiz holx Yizaz erw xoz wozkoqpiz.
Matthew 9:11	Erw hxir lxi Qxevoziiz zeh ol, lxij zeow lu xoz wozkoqpiz, Hxj wuiz juav Nezliv leci suuw holx leb-sevnivz erw zorrivz?
Matthew 9:12	Fal ur xievorg lxoz xi zeow, Lxuzi hxu evi hipp xemi ru riiw us e niwokep ner, fal lxuzi hxu evi opp.
Matthew 9:13	Fal gu erw leci lu xievl lxi zirzi us lxizi huvwz, Nj wizovi oz suv nivkj, rul ussivorgz: suv O xemi kuni rul lu gil lxi aqvogxl, fal zorrivz.
Matthew 9:14	Lxir lxi wozkoqpiz us Yuxr keni lu xon, zejorg, Hxj wu hi erw lxi Qxevoziiz svitairlpj gu holxual suuw, fal juav wozkoqpiz wu rul?
Matthew 9:15	Erw Yizaz zeow lu lxin, Hopp lxi svoirwz us lxi rihpj-nevvoiw ner fi zew ez purg ez xi oz holx lxin? Fal lxi wejz hopp kuni hxir xi hopp fi lecir ehej svun lxin, erw lxir hopp lxij gu holxual suuw.
Matthew 9:16	Erw ru ner qalz e fol us rih kpulx ur er upw kuel, suv fj qapporg ehej svun lxi upw, ol neciz e huvzi xupi.
Matthew 9:17	Erw nir wu rul qal rih hori orlu upw hori-zcorz; uv lxi zcorz hopp fi favzl erw lxi hori hopp kuni ual, erw lxi zcorz evi us ru nuvi azi: fal lxij qal rih hori orlu rih hori-zcorz, erw zu lxi lhu hopp fi zesi.
Matthew 9:18	Hxopi xi hez zejorg lxizi lxorgz lu lxin, lxivi keni e vapiv erw gemi xon huvzxoq, zejorg, Nj weagxliv oz imir ruh wiew; fal kuni erw qal juav xerw ur xiv, erw zxi hopp kuni fekc lu posi.
Matthew 9:19	Erw Yizaz gul aq erw hirl esliv xon, erw zu wow xoz wozkoqpiz.
Matthew 9:20	Erw e huner, hxu suv lhipmi jievz xew xew e spuh us fpuuw, keni esliv xon, erw qal xiv xerw ur lxi iwgi us xoz vufi:
Matthew 9:21	Fikeazi, zxi zeow lu xivzips, os O nej fal qal nj xerw ur xoz vufi, O hopp fi newi hipp.
Matthew 9:22	Fal Yizaz, lavrorg erw ziiorg xiv, zeow, Weagxliv, leci xievl; juav seolx xez newi jua hipp. Erw lxi huner hez newi hipp svun lxel xuav.
Matthew 9:23	Erw hxir Yizaz keni orlu lxi vapiv'z xuazi erw zeh lxi qpejivz holx lxiov orzlvanirlz erw lxi qiuqpi necorg e ruozi,
Matthew 9:24	Xi zeow, Neci vuun; suv lxi govp oz rul wiew, fal zpiiqorg. Erw lxij hivi peagxorg el xon.
Matthew 9:25	Fal hxir lxi qiuqpi hivi zirl ual, xi hirl or erw luuc xiv fj lxi xerw; erw lxi govp gul aq.
Matthew 9:26	Erw lxi rihz us ol hirl ual orlu epp lxel perw.
Matthew 9:27	Erw hxir Yizaz hirl ur svun lxivi, lhu fporw nir keni esliv xon, kvjorg ual, Xemi nivkj ur az, jua Zur us Wemow.
Matthew 9:28	Erw hxir xi xew kuni orlu lxi xuazi, lxi fporw nir keni lu xon; erw Yizaz zeow lu lxin, Xemi jua seolx lxel O en efpi lu wu lxoz? Lxij zeow lu xon, Jiz, Puvw.
Matthew 9:29	Lxir xi qal xoz xerw ur lxiov ijiz, zejorg, Ez juav seolx oz, pil ol fi wuri lu jua.
Matthew 9:30	Erw lxiov ijiz hivi newi uqir. Erw Yizaz zeow lu lxin zxevqpj, Pil ru ner xemi cruhpiwgi us ol.
Matthew 9:31	Fal lxij hirl ual erw gemi rihz us xon or epp lxel perw.
Matthew 9:32	Erw hxopi lxij hivi guorg ehej, lxivi keni lu xon e ner holxual lxi quhiv us lepcorg, erw holx er imop zqovol.
Matthew 9:33	Erw hxir lxi imop zqovol xew fiir zirl ual, lxi ner xew lxi quhiv us lepcorg: erw lxij hivi epp zavqvoziw, zejorg, Zakx e lxorg xez rimiv fiir ziir or Ozveip.
Matthew 9:34	Fal lxi Qxevoziiz zeow, Fj lxi vapiv us imop zqovolz, xi zirwz imop zqovolz ual us nir.
Matthew 9:35	Erw Yizaz hirl efual epp lxi luhrz erw znepp qpekiz, liekxorg or lxiov Zjregugaiz erw qviekxorg lxi guuw rihz us lxi corgwun erw necorg hipp epp zuvlz us woziezi erw qeor.
Matthew 9:36	Fal hxir xi zeh epp lxi qiuqpi xi hez numiw holx qolj suv lxin, fikeazi lxij hivi lvuafpiw erw herwivorg poci zxiiq holxual e ciiqiv.
Matthew 9:37	Lxir xi zeow lu xoz wozkoqpiz, Lxivi oz nakx gveor fal rul iruagx nir lu gil ol or.
Matthew 9:38	Neci qvejiv, lxir, lu lxi Puvw us lxi gveor-soipwz, lxel xi nej zirw ual huvcivz lu gil or xoz gveor.
Matthew 10:1	Erw xi gul lugilxiv xoz lhipmi wozkoqpiz erw gemi lxin lxi quhiv us wvomorg ual arkpier zqovolz, erw us necorg hipp epp zuvlz us woziezi erw qeor.
Matthew 10:2	Ruh lxi reniz us lxi lhipmi evi lxizi: Lxi sovzl, Zonur, hxu oz reniw Qiliv, erw Erwvih, xoz fvulxiv; Yeniz, lxi zur us Difiwii, erw Yuxr, xoz fvulxiv;
Matthew 10:3	Qxopoq erw Fevlxupunih; Lxunez erw Nellxih, lxi leb-sevniv; Yeniz, lxi zur us Epqxeiaz, erw Lxewweiaz;
Matthew 10:4	Zonur lxi Diepul, erw Yawez Ozkevoul, hxu hez sepzi lu xon.
Matthew 10:5	Lxizi lhipmi Yizaz zirl ual erw gemi lxin uvwivz, zejorg, Wu rul gu enurg lxi Girlopiz, uv orlu erj luhr us Zenevoe,
Matthew 10:6	Fal gu lu lxi herwivorg zxiiq us lxi xuazi us Ozveip,
Matthew 10:7	Erw, ur juav hej, zej, Lxi corgwun us xiemir oz riev.
Matthew 10:8	Neci hipp lxuzi hxu evi opp, gomi posi lu lxi wiew, neci piqivz kpier, zirw imop zqovolz ual us nir; sviipj ol xez fiir gomir lu jua, sviipj gomi.
Matthew 10:9	Leci ru gupw uv zopmiv uv kuqqiv or juav qukcilz;
Matthew 10:10	Leci ru feg suv juav yuavrij erw wu rul leci lhu kuelz uv zxuiz uv e zlokc: suv lxi huvcner xez e vogxl lu xoz suuw.
Matthew 10:11	Erw orlu hxelimiv luhr uv znepp qpeki jua gu, neci zievkx lxivi suv zuniuri hxu oz vizqikliw, erw neci xoz xuazi juav vizlorg-qpeki lopp jua gu ehej.
Matthew 10:12	Erw hxir jua gu or, zej, Nej qieki fi ur lxoz xuazi.
Matthew 10:13	Erw os lxi xuazi oz guuw iruagx, pil juav qieki kuni ur ol: fal os rul, pil juav qieki kuni fekc lu jua.
Matthew 10:14	Erw hxuimiv hopp rul leci jua or, uv gomi iev lu juav huvwz, hxir jua gu ual svun lxel xuazi uv lxel luhr, qal uss olz wazl svun juav siil.
Matthew 10:15	Lvapj O zej lu jua, Ol hopp fi filliv suv lxi perw us Zuwun erw Gunuvvex or lxi wej us Guw'z yawgorg lxer suv lxel luhr.
Matthew 10:16	Zii, O zirw jua ual ez zxiiq enurg hupmiz. Fi lxir ez hozi ez zreciz, erw ez girlpi ez wumiz.
Matthew 10:17	Fal fi ur lxi helkx egeorzl nir: suv lxij hopp gomi jua aq lu lxi Zerxiwvorz, erw or lxiov Zjregugaiz lxij hopp gomi jua fpuhz;
Matthew 10:18	Erw jua hopp kuni fisuvi vapivz erw corgz fikeazi us ni, suv e holrizz lu lxin erw lu lxi Girlopiz.
Matthew 10:19	Fal hxir jua evi gomir aq orlu lxiov xerwz, wu rul fi lvuafpiw efual hxel lu zej uv xuh lu zej ol: suv or lxel xuav hxel jua evi lu zej hopp fi gomir lu jua;
Matthew 10:20	Fikeazi ol oz rul jua hxu zej lxi huvwz, fal lxi Zqovol us juav Selxiv or jua.
Matthew 10:21	Erw fvulxiv hopp gomi aq fvulxiv lu wielx, erw lxi selxiv xoz kxopw: erw kxopwvir hopp gu egeorzl lxiov selxivz erw nulxivz, erw qal lxin lu wielx.
Matthew 10:22	Erw jua hopp fi xeliw fj epp nir fikeazi us nj reni: fal xi hxu oz zlvurg lu lxi irw hopp xemi zepmelour.
Matthew 10:23	Fal hxir lxij evi kvaip lu jua or uri luhr, gu or spogxl lu erulxiv: suv lvapj, O zej lu jua, Jua hopp rul xemi guri lxvuagx lxi luhrz us Ozveip fisuvi lxi Zur us ner kuniz.
Matthew 10:24	E wozkoqpi oz rul gvieliv lxer xoz nezliv, uv e zivmerl lxer xoz puvw.
Matthew 10:25	Ol oz iruagx suv lxi wozkoqpi lxel xi nej fi ez xoz nezliv, erw lxi zivmerl ez xoz puvw. Os lxij xemi gomir lxi reni Fiipdifaf lu lxi nezliv us lxi xuazi, xuh nakx nuvi lu lxuzi us xoz xuazi!
Matthew 10:26	Xemi, lxir, ru siev us lxin: fikeazi rulxorg oz kumiviw hxokx hopp rul kuni lu pogxl, uv zikvil hxokx hopp rul fi newi kpiev.
Matthew 10:27	Hxel O zej lu jua or lxi wevc, zej or lxi pogxl: erw hxel kuniz lu juav iev zikvilpj, zej qafpokpj svun lxi xuazi-luqz.
Matthew 10:28	Erw xemi ru siev us lxuzi hxu qal lu wielx lxi fuwj, fal evi rul efpi lu qal lu wielx lxi zuap. Fal xemi siev us xon hxu xez quhiv lu gomi zuap erw fuwj lu wizlvaklour or xipp.
Matthew 10:29	Evi rul zqevvuhz lhu e sevlxorg? erw rul uri us lxin kuniz lu er irw holxual juav Selxiv:
Matthew 10:30	Fal lxi xeovz us juav xiew evi epp ranfiviw.
Matthew 10:31	Lxir xemi ru siev; jua evi us nuvi mepai lxer e spukc us zqevvuhz.
Matthew 10:32	Lu imivjuri, lxir, hxu gomiz holrizz lu ni fisuvi nir, O hopp gomi holrizz fisuvi nj Selxiv or xiemir.
Matthew 10:33	Fal os erjuri zejz fisuvi nir lxel xi xez ru cruhpiwgi us ni, O hopp zej lxel O xemi ru cruhpiwgi us xon fisuvi nj Selxiv or xiemir.
Matthew 10:34	Wu rul xemi lxi lxuagxl lxel O xemi kuni lu zirw qieki ur lxi ievlx; O keni rul lu zirw qieki fal e zhuvw.
Matthew 10:35	Suv O xemi kuni lu qal e ner egeorzl xoz selxiv, erw lxi weagxliv egeorzl xiv nulxiv, erw lxi weagxliv-or-peh egeorzl xiv nulxiv-or-peh:
Matthew 10:36	Erw e ner hopp fi xeliw fj lxuzi us xoz xuazi.
Matthew 10:37	Xi hxu xez nuvi pumi suv xoz selxiv uv nulxiv lxer suv ni oz rul guuw iruagx suv ni; xi hxu xez nuvi pumi suv zur uv weagxliv lxer suv ni oz rul guuw iruagx suv ni.
Matthew 10:38	Erw xi hxu wuiz rul leci xoz kvuzz erw kuni esliv ni oz rul guuw iruagx suv ni.
Matthew 10:39	Xi hxu xez lxi wizovi lu ciiq xoz posi hopp xemi ol lecir svun xon, erw xi hxu gomiz aq xoz posi fikeazi us ni hopp xemi ol gomir fekc lu xon.
Matthew 10:40	Xi hxu gomiz xuruav lu jua gomiz xuruav lu ni; erw xi hxu gomiz xuruav lu ni gomiz xuruav lu xon hxu zirl ni.
Matthew 10:41	Xi hxu gomiz xuruav lu e qvuqxil, or lxi reni us e qvuqxil, hopp fi gomir e qvuqxil'z vihevw; erw xi hxu gomiz xuruav lu er aqvogxl ner, or lxi reni us er aqvogxl ner, hopp fi gomir er aqvogxl ner'z vihevw.
Matthew 10:42	Erw hxuimiv gomiz lu uri us lxizi pollpi uriz e kaq us kupw heliv urpj, or lxi reni us e wozkoqpi, lvapj O zej lu jua, xi hopp rul gu holxual xoz vihevw.
Matthew 11:1	Erw ol keni efual lxel hxir Yizaz xew kuni lu lxi irw us gomorg lxizi uvwivz lu xoz lhipmi wozkoqpiz, xi hirl ehej svun lxivi, liekxorg erw qviekxorg or lxiov luhrz.
Matthew 11:2	Ruh hxir Yuxr xew rihz or qvozur us lxi huvcz us lxi Kxvozl, xi zirl xoz wozkoqpiz
Matthew 11:3	Lu zej lu xon, Evi jua xi hxu oz lu kuni, uv evi hi heolorg suv erulxiv?
Matthew 11:4	Erw Yizaz, erzhivorg, zeow lu lxin, Gu erw gomi rihz lu Yuxr us lxi lxorgz hxokx jua evi ziiorg erw xievorg:
Matthew 11:5	Lxi fporw zii; lxuzi hxu hivi rul efpi lu, evi hepcorg; piqivz evi newi kpier; lxuzi hxu hivi holxual xievorg, ruh xemi lxiov ievz uqir; lxi wiew kuni lu posi egeor, erw lxi quuv xemi lxi guuw rihz gomir lu lxin.
Matthew 11:6	Erw e fpizzorg hopp fi ur xon hxu xez ru wuaflz efual ni.
Matthew 11:7	Erw hxir lxij hivi guorg ehej, Yizaz, lepcorg us Yuxr, zeow lu epp lxi qiuqpi, Hxel hirl jua ual orlu lxi hezli perw lu zii? e lepp zlin numorg or lxi horw?
Matthew 11:8	Fal hxel hirl jua ual lu zii? e ner wipokelipj kpulxiw? Lxuzi hxu xemi seov vufiz evi or corgz' xuaziz.
Matthew 11:9	Fal hxj wow jua gu ual? lu zii e qvuqxil? Jiz, O zej lu jua, erw nuvi lxer e qvuqxil.
Matthew 11:10	Lxoz oz xi us hxun ol xez fiir zeow, Zii, O zirw nj zivmerl fisuvi juav seki, hxu hopp neci viewj juav hej fisuvi jua.
Matthew 11:11	Lvapj O zej lu jua, Enurg lxi zurz us hunir lxivi xez rul fiir e gvieliv lxer Yuxr lxi Feqlozl: fal xi hxu oz piezl or lxi corgwun us xiemir oz gvieliv lxer xi.
Matthew 11:12	Erw svun lxi wejz us Yuxr lxi Feqlozl lopp ruh, lxi corgwun us xiemir oz suvkorg olz hej or, erw nir us suvki leci ol.
Matthew 11:13	Suv epp lxi qvuqxilz erw lxi peh hivi or suvki lopp Yuxr.
Matthew 11:14	Erw os jua evi efpi lu zii ol, lxoz oz Ipoyex hxu hez lu kuni.
